LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,LaborForce,Employed,Unemployed,Unemployment rate (%)
CN4848900000000,48,489,"Willacy County, TX",2009,"8,388","7,388","1,000",11.9
CN4849100000000,48,491,"Williamson County, TX",2009,"209,947","194,545","15,402",7.3
CN4849300000000,48,493,"Wilson County, TX",2009,"18,901","17,673","1,228",6.5
CN4849500000000,48,495,"Winkler County, TX",2009,"3,411","3,093",318,9.3
CN4849700000000,48,497,"Wise County, TX",2009,"28,244","25,790","2,454",8.7
CN4849900000000,48,499,"Wood County, TX",2009,"18,606","17,120","1,486",8
CN4850100000000,48,501,"Yoakum County, TX",2009,"4,101","3,789",312,7.6
CN4850300000000,48,503,"Young County, TX",2009,"9,671","9,048",623,6.4
CN4850500000000,48,505,"Zapata County, TX",2009,"5,326","4,748",578,10.9
CN4850700000000,48,507,"Zavala County, TX",2009,"3,922","3,354",568,14.5
CN4800100000000,48,1,"Anderson County, TX",2010,"21,711","19,956","1,755",8.1
CN4800300000000,48,3,"Andrews County, TX",2010,"7,120","6,681",439,6.2
CN4800500000000,48,5,"Angelina County, TX",2010,"38,067","34,825","3,242",8.5
CN4800700000000,48,7,"Aransas County, TX",2010,"9,686","8,796",890,9.2
CN4800900000000,48,9,"Archer County, TX",2010,"4,601","4,295",306,6.7
CN4801100000000,48,11,"Armstrong County, TX",2010,"1,012",962,50,4.9
CN4801300000000,48,13,"Atascosa County, TX",2010,"19,631","18,030","1,601",8.2
CN4801500000000,48,15,"Austin County, TX",2010,"13,920","12,801","1,119",8
CN4801700000000,48,17,"Bailey County, TX",2010,"3,258","3,001",257,7.9
CN4801900000000,48,19,"Bandera County, TX",2010,"9,176","8,460",716,7.8
CN4802100000000,48,21,"Bastrop County, TX",2010,"35,289","32,382","2,907",8.2
CN4802300000000,48,23,"Baylor County, TX",2010,"1,733","1,611",122,7
CN4802500000000,48,25,"Bee County, TX",2010,"10,522","9,582",940,8.9
CN4802700000000,48,27,"Bell County, TX",2010,"131,835","121,669","10,166",7.7
CN4802900000000,48,29,"Bexar County, TX",2010,"812,516","753,313","59,203",7.3
CN4803100000000,48,31,"Blanco County, TX",2010,"5,419","5,096",323,6
CN4803300000000,48,33,"Borden County, TX",2010,357,334,23,6.4
CN4803500000000,48,35,"Bosque County, TX",2010,"8,450","7,706",744,8.8
CN4803700000000,48,37,"Bowie County, TX",2010,"42,211","38,648","3,563",8.4
CN4803900000000,48,39,"Brazoria County, TX",2010,"155,227","142,043","13,184",8.5
CN4804100000000,48,41,"Brazos County, TX",2010,"100,017","93,723","6,294",6.3
CN4804300000000,48,43,"Brewster County, TX",2010,"4,912","4,644",268,5.5
CN4804500000000,48,45,"Briscoe County, TX",2010,734,689,45,6.1
CN4804700000000,48,47,"Brooks County, TX",2010,"2,592","2,282",310,12
CN4804900000000,48,49,"Brown County, TX",2010,"16,432","15,084","1,348",8.2
CN4805100000000,48,51,"Burleson County, TX",2010,"7,870","7,251",619,7.9
CN4805300000000,48,53,"Burnet County, TX",2010,"20,289","18,915","1,374",6.8
CN4805500000000,48,55,"Caldwell County, TX",2010,"16,661","15,225","1,436",8.6
CN4805700000000,48,57,"Calhoun County, TX",2010,"10,182","9,285",897,8.8
CN4805900000000,48,59,"Callahan County, TX",2010,"6,002","5,566",436,7.3
CN4806100000000,48,61,"Cameron County, TX",2010,"162,316","144,171","18,145",11.2
CN4806300000000,48,63,"Camp County, TX",2010,"5,697","5,181",516,9.1
CN4806500000000,48,65,"Carson County, TX",2010,"3,353","3,171",182,5.4
CN4806700000000,48,67,"Cass County, TX",2010,"13,337","11,844","1,493",11.2
CN4806900000000,48,69,"Castro County, TX",2010,"4,138","3,915",223,5.4
CN4807100000000,48,71,"Chambers County, TX",2010,"16,607","14,999","1,608",9.7
CN4807300000000,48,73,"Cherokee County, TX",2010,"21,893","19,961","1,932",8.8
CN4807500000000,48,75,"Childress County, TX",2010,"3,157","2,979",178,5.6
CN4807700000000,48,77,"Clay County, TX",2010,"5,539","5,124",415,7.5
CN4807900000000,48,79,"Cochran County, TX",2010,"1,524","1,400",124,8.1
CN4808100000000,48,81,"Coke County, TX",2010,"1,575","1,479",96,6.1
CN4808300000000,48,83,"Coleman County, TX",2010,"3,484","3,168",316,9.1
CN4808500000000,48,85,"Collin County, TX",2010,"425,252","394,597","30,655",7.2
CN4808700000000,48,87,"Collingsworth County, TX",2010,"1,341","1,266",75,5.6
CN4808900000000,48,89,"Colorado County, TX",2010,"9,596","8,816",780,8.1
CN4809100000000,48,91,"Comal County, TX",2010,"53,489","49,723","3,766",7
CN4809300000000,48,93,"Comanche County, TX",2010,"6,025","5,570",455,7.6
CN4809500000000,48,95,"Concho County, TX",2010,"1,566","1,476",90,5.7
CN4809700000000,48,97,"Cooke County, TX",2010,"19,539","18,119","1,420",7.3
CN4809900000000,48,99,"Coryell County, TX",2010,"25,338","23,441","1,897",7.5
CN4810100000000,48,101,"Cottle County, TX",2010,669,622,47,7
CN4810300000000,48,103,"Crane County, TX",2010,"1,819","1,681",138,7.6
CN4810500000000,48,105,"Crockett County, TX",2010,"1,721","1,575",146,8.5
CN4810700000000,48,107,"Crosby County, TX",2010,"2,951","2,716",235,8
CN4810900000000,48,109,"Culberson County, TX",2010,"1,032",959,73,7.1
CN4811100000000,48,111,"Dallam County, TX",2010,"3,880","3,673",207,5.3
CN4811300000000,48,113,"Dallas County, TX",2010,"1,194,015","1,091,493","102,522",8.6
CN4811500000000,48,115,"Dawson County, TX",2010,"5,136","4,741",395,7.7
CN4811700000000,48,117,"Deaf Smith County, TX",2010,"9,504","8,957",547,5.8
CN4811900000000,48,119,"Delta County, TX",2010,"2,596","2,391",205,7.9
CN4812100000000,48,121,"Denton County, TX",2010,"369,088","342,972","26,116",7.1
CN4812300000000,48,123,"DeWitt County, TX",2010,"9,076","8,371",705,7.8
CN4812500000000,48,125,"Dickens County, TX",2010,871,773,98,11.3
CN4812700000000,48,127,"Dimmit County, TX",2010,"3,856","3,450",406,10.5
CN4812900000000,48,129,"Donley County, TX",2010,"1,810","1,685",125,6.9
CN4813100000000,48,131,"Duval County, TX",2010,"5,038","4,453",585,11.6
CN4813300000000,48,133,"Eastland County, TX",2010,"8,113","7,412",701,8.6
CN4813500000000,48,135,"Ector County, TX",2010,"68,186","62,525","5,661",8.3
CN4813700000000,48,137,"Edwards County, TX",2010,"1,037",963,74,7.1
CN4813900000000,48,139,"Ellis County, TX",2010,"75,674","69,611","6,063",8
CN4814100000000,48,141,"El Paso County, TX",2010,"340,841","309,629","31,212",9.2
CN4814300000000,48,143,"Erath County, TX",2010,"20,499","19,179","1,320",6.4
CN4814500000000,48,145,"Falls County, TX",2010,"7,242","6,626",616,8.5
CN4814700000000,48,147,"Fannin County, TX",2010,"15,341","14,092","1,249",8.1
CN4814900000000,48,149,"Fayette County, TX",2010,"12,029","11,295",734,6.1
CN4815100000000,48,151,"Fisher County, TX",2010,"1,925","1,790",135,7
CN4815300000000,48,153,"Floyd County, TX",2010,"3,372","3,105",267,7.9
CN4815500000000,48,155,"Foard County, TX",2010,662,618,44,6.6
CN4815700000000,48,157,"Fort Bend County, TX",2010,"298,162","275,453","22,709",7.6
CN4815900000000,48,159,"Franklin County, TX",2010,"4,811","4,397",414,8.6
CN4816100000000,48,161,"Freestone County, TX",2010,"8,149","7,478",671,8.2
CN4816300000000,48,163,"Frio County, TX",2010,"7,584","7,031",553,7.3
CN4816500000000,48,165,"Gaines County, TX",2010,"7,935","7,464",471,5.9
CN4816700000000,48,167,"Galveston County, TX",2010,"147,321","133,867","13,454",9.1
CN4816900000000,48,169,"Garza County, TX",2010,"2,143","2,017",126,5.9
CN4817100000000,48,171,"Gillespie County, TX",2010,"12,199","11,533",666,5.5
CN4817300000000,48,173,"Glasscock County, TX",2010,704,670,34,4.8
CN4817500000000,48,175,"Goliad County, TX",2010,"3,356","3,108",248,7.4
CN4817700000000,48,177,"Gonzales County, TX",2010,"9,304","8,670",634,6.8
CN4817900000000,48,179,"Gray County, TX",2010,"9,282","8,485",797,8.6
CN4818100000000,48,181,"Grayson County, TX",2010,"59,489","54,620","4,869",8.2
CN4818300000000,48,183,"Gregg County, TX",2010,"60,363","55,568","4,795",7.9
CN4818500000000,48,185,"Grimes County, TX",2010,"11,320","10,312","1,008",8.9
CN4818700000000,48,187,"Guadalupe County, TX",2010,"64,924","60,560","4,364",6.7
CN4818900000000,48,189,"Hale County, TX",2010,"16,180","14,982","1,198",7.4
CN4819100000000,48,191,"Hall County, TX",2010,"1,421","1,292",129,9.1
CN4819300000000,48,193,"Hamilton County, TX",2010,"3,939","3,671",268,6.8
CN4819500000000,48,195,"Hansford County, TX",2010,"3,030","2,899",131,4.3
CN4819700000000,48,197,"Hardeman County, TX",2010,"1,941","1,780",161,8.3
CN4819900000000,48,199,"Hardin County, TX",2010,"25,839","23,282","2,557",9.9
CN4820100000000,48,201,"Harris County, TX",2010,"2,064,026","1,892,849","171,177",8.3
CN4820300000000,48,203,"Harrison County, TX",2010,"30,822","27,934","2,888",9.4
CN4820500000000,48,205,"Hartley County, TX",2010,"2,695","2,583",112,4.2
CN4820700000000,48,207,"Haskell County, TX",2010,"2,994","2,831",163,5.4
CN4820900000000,48,209,"Hays County, TX",2010,"80,387","74,737","5,650",7
CN4821100000000,48,211,"Hemphill County, TX",2010,"2,130","2,046",84,3.9
CN4821300000000,48,213,"Henderson County, TX",2010,"34,752","31,691","3,061",8.8
CN4821500000000,48,215,"Hidalgo County, TX",2010,"318,302","280,884","37,418",11.8
CN4821700000000,48,217,"Hill County, TX",2010,"15,940","14,604","1,336",8.4
CN4821900000000,48,219,"Hockley County, TX",2010,"11,030","10,252",778,7.1
CN4822100000000,48,221,"Hood County, TX",2010,"23,352","21,363","1,989",8.5
CN4822300000000,48,223,"Hopkins County, TX",2010,"16,624","15,386","1,238",7.4
CN4822500000000,48,225,"Houston County, TX",2010,"10,538","9,730",808,7.7
CN4822700000000,48,227,"Howard County, TX",2010,"13,223","12,275",948,7.2
CN4822900000000,48,229,"Hudspeth County, TX",2010,"1,413","1,301",112,7.9
CN4823100000000,48,231,"Hunt County, TX",2010,"38,126","34,732","3,394",8.9
CN4823300000000,48,233,"Hutchinson County, TX",2010,"9,707","8,887",820,8.4
CN4823500000000,48,235,"Irion County, TX",2010,873,827,46,5.3
CN4823700000000,48,237,"Jack County, TX",2010,"3,664","3,377",287,7.8
CN4823900000000,48,239,"Jackson County, TX",2010,"7,131","6,629",502,7
CN4824100000000,48,241,"Jasper County, TX",2010,"14,841","13,004","1,837",12.4
CN4824300000000,48,243,"Jeff Davis County, TX",2010,"1,273","1,210",63,4.9
CN4824500000000,48,245,"Jefferson County, TX",2010,"113,217","100,371","12,846",11.3
CN4824700000000,48,247,"Jim Hogg County, TX",2010,"2,329","2,089",240,10.3
CN4824900000000,48,249,"Jim Wells County, TX",2010,"18,257","16,437","1,820",10
CN4825100000000,48,251,"Johnson County, TX",2010,"71,940","65,703","6,237",8.7
CN4825300000000,48,253,"Jones County, TX",2010,"6,161","5,621",540,8.8
CN4825500000000,48,255,"Karnes County, TX",2010,"4,869","4,427",442,9.1
CN4825700000000,48,257,"Kaufman County, TX",2010,"50,807","46,496","4,311",8.5
CN4825900000000,48,259,"Kendall County, TX",2010,"16,412","15,391","1,021",6.2
CN4826100000000,48,261,"Kenedy County, TX",2010,219,204,15,6.8
CN4826300000000,48,263,"Kent County, TX",2010,559,532,27,4.8
CN4826500000000,48,265,"Kerr County, TX",2010,"21,919","20,457","1,462",6.7
CN4826700000000,48,267,"Kimble County, TX",2010,"2,276","2,140",136,6
CN4826900000000,48,269,"King County, TX",2010,278,266,12,4.3
CN4827100000000,48,271,"Kinney County, TX",2010,"1,270","1,128",142,11.2
CN4827300000000,48,273,"Kleberg County, TX",2010,"15,030","13,774","1,256",8.4
CN4827500000000,48,275,"Knox County, TX",2010,"1,909","1,797",112,5.9
CN4827700000000,48,277,"Lamar County, TX",2010,"23,300","21,135","2,165",9.3
CN4827900000000,48,279,"Lamb County, TX",2010,"6,797","6,283",514,7.6
CN4828100000000,48,281,"Lampasas County, TX",2010,"9,020","8,379",641,7.1
CN4828300000000,48,283,"La Salle County, TX",2010,"2,722","2,479",243,8.9
CN4828500000000,48,285,"Lavaca County, TX",2010,"9,703","9,033",670,6.9
CN4828700000000,48,287,"Lee County, TX",2010,"8,227","7,631",596,7.2
CN4828900000000,48,289,"Leon County, TX",2010,"7,263","6,620",643,8.9
CN4829100000000,48,291,"Liberty County, TX",2010,"30,614","27,040","3,574",11.7
CN4829300000000,48,293,"Limestone County, TX",2010,"9,938","9,155",783,7.9
CN4829500000000,48,295,"Lipscomb County, TX",2010,"1,665","1,567",98,5.9
CN4829700000000,48,297,"Live Oak County, TX",2010,"4,631","4,292",339,7.3
CN4829900000000,48,299,"Llano County, TX",2010,"7,994","7,350",644,8.1
CN4830100000000,48,301,"Loving County, TX",2010,71,67,4,5.6
CN4830300000000,48,303,"Lubbock County, TX",2010,"143,339","134,372","8,967",6.3
CN4830500000000,48,305,"Lynn County, TX",2010,"3,069","2,867",202,6.6
CN4830700000000,48,307,"McCulloch County, TX",2010,"4,097","3,810",287,7
CN4830900000000,48,309,"McLennan County, TX",2010,"112,900","104,593","8,307",7.4
CN4831100000000,48,311,"McMullen County, TX",2010,487,466,21,4.3
CN4831300000000,48,313,"Madison County, TX",2010,"4,753","4,353",400,8.4
CN4831500000000,48,315,"Marion County, TX",2010,"4,503","3,972",531,11.8
CN4831700000000,48,317,"Martin County, TX",2010,"2,196","2,064",132,6
CN4831900000000,48,319,"Mason County, TX",2010,"1,991","1,866",125,6.3
CN4832100000000,48,321,"Matagorda County, TX",2010,"18,158","16,075","2,083",11.5
CN4832300000000,48,323,"Maverick County, TX",2010,"23,525","19,959","3,566",15.2
CN4832500000000,48,325,"Medina County, TX",2010,"20,017","18,509","1,508",7.5
CN4832700000000,48,327,"Menard County, TX",2010,"1,004",930,74,7.4
CN4832900000000,48,329,"Midland County, TX",2010,"71,331","67,155","4,176",5.9
CN4833100000000,48,331,"Milam County, TX",2010,"10,539","9,362","1,177",11.2
CN4833300000000,48,333,"Mills County, TX",2010,"2,190","2,051",139,6.3
CN4833500000000,48,335,"Mitchell County, TX",2010,"2,971","2,727",244,8.2
CN4833700000000,48,337,"Montague County, TX",2010,"9,424","8,670",754,8
CN4833900000000,48,339,"Montgomery County, TX",2010,"224,426","207,496","16,930",7.5
CN4834100000000,48,341,"Moore County, TX",2010,"11,549","10,930",619,5.4
CN4834300000000,48,343,"Morris County, TX",2010,"5,769","4,975",794,13.8
CN4834500000000,48,345,"Motley County, TX",2010,624,585,39,6.3
CN4834700000000,48,347,"Nacogdoches County, TX",2010,"30,782","28,593","2,189",7.1
CN4834900000000,48,349,"Navarro County, TX",2010,"22,776","20,878","1,898",8.3
CN4835100000000,48,351,"Newton County, TX",2010,"5,939","5,185",754,12.7
CN4835300000000,48,353,"Nolan County, TX",2010,"7,331","6,781",550,7.5
CN4835500000000,48,355,"Nueces County, TX",2010,"162,502","149,312","13,190",8.1
CN4835700000000,48,357,"Ochiltree County, TX",2010,"4,868","4,580",288,5.9
CN4835900000000,48,359,"Oldham County, TX",2010,961,917,44,4.6
CN4836100000000,48,361,"Orange County, TX",2010,"38,466","33,983","4,483",11.7
CN4836300000000,48,363,"Palo Pinto County, TX",2010,"13,254","12,111","1,143",8.6
CN4836500000000,48,365,"Panola County, TX",2010,"11,404","10,373","1,031",9
CN4836700000000,48,367,"Parker County, TX",2010,"56,408","52,113","4,295",7.6
CN4836900000000,48,369,"Parmer County, TX",2010,"5,353","5,117",236,4.4
CN4837100000000,48,371,"Pecos County, TX",2010,"7,180","6,653",527,7.3
CN4837300000000,48,373,"Polk County, TX",2010,"17,563","15,861","1,702",9.7
CN4837500000000,48,375,"Potter County, TX",2010,"58,038","54,385","3,653",6.3
CN4837700000000,48,377,"Presidio County, TX",2010,"3,743","3,052",691,18.5
CN4837900000000,48,379,"Rains County, TX",2010,"5,166","4,712",454,8.8
CN4838100000000,48,381,"Randall County, TX",2010,"66,245","62,819","3,426",5.2
CN4838300000000,48,383,"Reagan County, TX",2010,"1,912","1,806",106,5.5
CN4838500000000,48,385,"Real County, TX",2010,"1,137","1,033",104,9.1
CN4838700000000,48,387,"Red River County, TX",2010,"5,580","4,936",644,11.5
CN4838900000000,48,389,"Reeves County, TX",2010,"5,748","5,239",509,8.9
CN4839100000000,48,391,"Refugio County, TX",2010,"3,328","3,037",291,8.7
CN4839300000000,48,393,"Roberts County, TX",2010,480,454,26,5.4
CN4839500000000,48,395,"Robertson County, TX",2010,"7,561","6,865",696,9.2
CN4839700000000,48,397,"Rockwall County, TX",2010,"39,439","36,524","2,915",7.4
CN4839900000000,48,399,"Runnels County, TX",2010,"5,129","4,702",427,8.3
CN4840100000000,48,401,"Rusk County, TX",2010,"23,961","22,091","1,870",7.8
CN4840300000000,48,403,"Sabine County, TX",2010,"3,654","3,058",596,16.3
CN4840500000000,48,405,"San Augustine County, TX",2010,"3,193","2,779",414,13
CN4840700000000,48,407,"San Jacinto County, TX",2010,"11,230","10,110","1,120",10
CN4840900000000,48,409,"San Patricio County, TX",2010,"30,434","27,243","3,191",10.5
CN4841100000000,48,411,"San Saba County, TX",2010,"2,559","2,401",158,6.2
CN4841300000000,48,413,"Schleicher County, TX",2010,"1,634","1,510",124,7.6
CN4841500000000,48,415,"Scurry County, TX",2010,"7,101","6,619",482,6.8
CN4841700000000,48,417,"Shackelford County, TX",2010,"1,904","1,798",106,5.6
CN4841900000000,48,419,"Shelby County, TX",2010,"11,839","10,837","1,002",8.5
CN4842100000000,48,421,"Sherman County, TX",2010,"1,555","1,484",71,4.6
CN4842300000000,48,423,"Smith County, TX",2010,"101,151","93,110","8,041",7.9
CN4842500000000,48,425,"Somervell County, TX",2010,"4,043","3,721",322,8
CN4842700000000,48,427,"Starr County, TX",2010,"26,074","21,565","4,509",17.3
CN4842900000000,48,429,"Stephens County, TX",2010,"4,245","3,928",317,7.5
CN4843100000000,48,431,"Sterling County, TX",2010,675,643,32,4.7
CN4843300000000,48,433,"Stonewall County, TX",2010,746,703,43,5.8
CN4843500000000,48,435,"Sutton County, TX",2010,"1,990","1,799",191,9.6
CN4843700000000,48,437,"Swisher County, TX",2010,"3,182","2,973",209,6.6
CN4843900000000,48,439,"Tarrant County, TX",2010,"924,951","849,576","75,375",8.1
CN4844100000000,48,441,"Taylor County, TX",2010,"64,285","59,931","4,354",6.8
CN4844300000000,48,443,"Terrell County, TX",2010,501,467,34,6.8
CN4844500000000,48,445,"Terry County, TX",2010,"5,756","5,328",428,7.4
CN4844700000000,48,447,"Throckmorton County, TX",2010,877,824,53,6
CN4844900000000,48,449,"Titus County, TX",2010,"13,988","12,795","1,193",8.5
CN4845100000000,48,451,"Tom Green County, TX",2010,"52,595","49,149","3,446",6.6
CN4845300000000,48,453,"Travis County, TX",2010,"575,630","536,660","38,970",6.8
CN4845500000000,48,455,"Trinity County, TX",2010,"5,783","5,232",551,9.5
CN4845700000000,48,457,"Tyler County, TX",2010,"7,904","6,973",931,11.8
CN4845900000000,48,459,"Upshur County, TX",2010,"18,283","16,675","1,608",8.8
CN4846100000000,48,461,"Upton County, TX",2010,"1,552","1,457",95,6.1
CN4846300000000,48,463,"Uvalde County, TX",2010,"11,826","10,769","1,057",8.9
CN4846500000000,48,465,"Val Verde County, TX",2010,"20,619","18,704","1,915",9.3
CN4846700000000,48,467,"Van Zandt County, TX",2010,"23,601","21,620","1,981",8.4
CN4846900000000,48,469,"Victoria County, TX",2010,"43,079","39,778","3,301",7.7
CN4847100000000,48,471,"Walker County, TX",2010,"23,234","21,436","1,798",7.7
CN4847300000000,48,473,"Waller County, TX",2010,"19,960","18,234","1,726",8.6
CN4847500000000,48,475,"Ward County, TX",2010,"4,631","4,239",392,8.5
CN4847700000000,48,477,"Washington County, TX",2010,"15,561","14,439","1,122",7.2
CN4847900000000,48,479,"Webb County, TX",2010,"105,016","96,364","8,652",8.2
CN4848100000000,48,481,"Wharton County, TX",2010,"21,279","19,431","1,848",8.7
CN4848300000000,48,483,"Wheeler County, TX",2010,"2,732","2,565",167,6.1
CN4848500000000,48,485,"Wichita County, TX",2010,"59,280","54,681","4,599",7.8
CN4848700000000,48,487,"Wilbarger County, TX",2010,"6,140","5,657",483,7.9
CN4848900000000,48,489,"Willacy County, TX",2010,"7,781","6,656","1,125",14.5
CN4849100000000,48,491,"Williamson County, TX",2010,"222,584","206,458","16,126",7.2
CN4849300000000,48,493,"Wilson County, TX",2010,"21,235","19,785","1,450",6.8
CN4849500000000,48,495,"Winkler County, TX",2010,"2,898","2,632",266,9.2
CN4849700000000,48,497,"Wise County, TX",2010,"27,668","25,269","2,399",8.7
